name,state,FDR,A1,A2,A3,B1,B2,B3
GENE-16078,NO,1,0,0,0,0,0,0
GENE-16079,NO,1,0,0,0,0,0,0
GENE-16080,NO,1,1,0,1,0,0,1
GENE-16081,NO,1,135,117,139,145,113,194
GENE-16082,YES,1,0,0,0,0,0,0
GENE-16083,NO,1,0,0,0,0,0,0
GENE-16084,NO,1,0,0,0,0,0,0
GENE-16085,NO,1,100,99,92,150,166,114
GENE-16086,NO,1,69,53,48,67,60,62
GENE-16087,NO,1,0,0,0,0,0,0
GENE-16088,YES,1,0,0,0,0,0,0
GENE-16089,NO,1,0,0,0,0,0,0
GENE-16090,NO,1,0,0,0,0,0,0
GENE-16091,NO,1,0,0,0,0,0,0
GENE-16092,NO,1,2,3,4,3,4,5
GENE-16093,NO,1,5256,4277,4744,4047,4436,5700
GENE-16094,NO,1,4201,2900,3317,3174,4687,3691
GENE-16095,NO,1,0,0,0,0,0,0
GENE-16096,NO,1,11,827,323,272,1857,0
GENE-16097,NO,1,0,0,0,0,0,0
GENE-16098,NO,1,6,5,9,0,1,3
GENE-16099,NO,1,24,28,20,16,28,22
GENE-16100,NO,1,0,0,0,0,0,0
GENE-16101,NO,1,0,1,0,0,2,1
GENE-16102,NO,1,323,388,390,378,483,365
GENE-16103,NO,1,2,0,2,5,1,3
GENE-16104,NO,1,46,55,62,64,71,71
GENE-16105,NO,1,23,26,27,24,28,31
GENE-16106,NO,1,0,0,0,0,0,0
GENE-16107,NO,1,0,0,0,0,0,0
GENE-16108,NO,1,0,0,0,0,0,0
GENE-16109,NO,1,0,0,0,0,0,0
GENE-16110,NO,1,27,18,20,32,25,35
GENE-16111,NO,1,0,0,0,0,0,0
GENE-16112,NO,1,0,0,0,0,0,0
GENE-16113,NO,1,0,0,0,0,0,0
GENE-16114,YES,1,0,0,0,0,0,0
GENE-16115,NO,1,0,0,0,0,0,0
GENE-16116,NO,1,0,2,2,0,0,0
GENE-16117,NO,1,0,0,0,0,0,0
GENE-16118,NO,1,0,0,0,0,0,0
GENE-16119,NO,1,0,0,0,0,0,0
GENE-16121,NO,1,0,0,0,0,0,0
GENE-16122,NO,1,0,0,0,0,0,0
GENE-16123,NO,1,0,0,1,1,1,3
GENE-16124,NO,1,0,0,0,0,0,0
GENE-16125,NO,1,0,0,0,0,0,0
GENE-16126,NO,1,0,0,0,0,0,0
GENE-16127,NO,1,24,18,21,25,24,17
GENE-16128,NO,1,0,0,0,0,0,0
GENE-16129,NO,1,0,0,0,0,0,0
GENE-16130,NO,1,0,0,0,0,0,0
GENE-16131,NO,1,0,0,0,0,0,0
GENE-16132,NO,1,0,0,0,0,0,0
GENE-16133,NO,1,0,0,0,0,0,0
GENE-16134,NO,1,0,0,0,0,0,0
GENE-16135,YES,1,0,0,0,0,0,0
GENE-16136,NO,1,0,0,0,0,0,0
GENE-16137,NO,1,0,0,0,0,0,0
GENE-16138,NO,1,845,676,539,1077,690,287
GENE-16139,NO,1,27,15,23,14,11,12
GENE-16140,NO,1,0,0,0,0,0,0
GENE-16141,NO,1,0,0,0,0,0,0
GENE-16142,NO,1,0,0,0,0,0,0
GENE-16143,NO,1,0,0,0,0,0,0
GENE-16144,NO,1,59,80,66,57,66,80
GENE-16145,NO,1,0,0,0,0,0,0
GENE-16146,NO,1,0,0,0,0,0,0
GENE-16147,NO,1,7,9,6,4,3,7
GENE-16148,NO,1,0,0,0,0,0,0
GENE-16149,NO,1,2,3,9,1,1,6
GENE-16150,YES,1,0,0,0,0,0,0
GENE-16151,NO,1,0,0,0,0,0,0
GENE-16152,NO,1,0,0,0,0,0,0
GENE-16153,NO,1,0,0,0,0,0,0
GENE-16154,NO,1,0,0,0,0,0,0
GENE-16155,NO,1,0,0,0,0,0,0
GENE-16156,NO,1,0,0,0,0,0,0
GENE-16157,NO,1,0,0,2,0,0,0
GENE-16158,NO,1,0,0,0,0,0,0
GENE-16159,NO,1,77,93,53,72,88,71
GENE-16160,NO,1,1543,2472,1549,2028,1874,1729
GENE-16162,NO,1,0,0,0,0,0,0
GENE-16163,NO,1,13,5,5,6,11,12
GENE-16164,NO,1,0,0,0,0,0,0
GENE-16165,NO,1,227,255,238,223,219,272
GENE-16166,NO,1,0,0,0,0,0,0
GENE-16167,NO,1,35,43,43,19,40,52
GENE-16168,NO,1,128,153,124,156,128,166
GENE-16169,NO,1,1,3,5,1,5,4
GENE-16170,NO,1,0,0,0,0,0,0
GENE-16171,NO,1,2,2,1,1,1,2
GENE-16172,NO,1,0,0,0,0,0,0
GENE-16173,NO,1,704,697,687,772,536,750
GENE-16174,NO,1,0,0,0,0,0,0
GENE-16175,NO,1,0,0,0,0,0,0
GENE-16176,NO,1,0,0,0,0,0,0
GENE-16177,NO,1,0,0,0,0,0,0
GENE-16178,NO,1,0,0,0,0,0,0
GENE-16179,NO,1,0,0,0,0,0,0
GENE-16180,NO,1,0,0,0,0,0,0
GENE-16181,NO,1,0,0,0,0,0,0
GENE-16182,NO,1,31,26,8,11,17,21
GENE-16183,NO,1,0,0,0,0,0,0
GENE-16184,NO,1,26,39,28,28,31,39
GENE-16185,NO,1,0,0,0,0,0,0
GENE-16186,NO,1,58,56,58,60,52,65
GENE-16187,NO,1,0,0,0,0,0,0
GENE-16188,YES,1,0,0,0,0,0,0
GENE-16189,NO,1,0,0,0,0,0,0
GENE-16190,NO,1,99,176,72,87,78,111
GENE-16191,NO,1,1343,1295,1823,1134,1674,847
GENE-16192,NO,1,6,4,1,3,8,4
GENE-16193,NO,1,303,253,258,302,256,313
GENE-16194,NO,1,0,0,0,0,0,0
GENE-16195,NO,1,0,0,0,0,0,0
GENE-16196,NO,1,180,257,259,238,236,197
GENE-16197,NO,1,0,0,0,1,1,3
GENE-16198,NO,1,4,6,1,4,3,1
GENE-16199,NO,1,0,0,0,0,0,0
GENE-16200,NO,1,0,0,0,0,0,0
GENE-16201,NO,1,1,2,1,4,1,0
GENE-16202,NO,1,0,0,0,0,0,0
GENE-16203,NO,1,0,0,0,0,0,0
GENE-16204,NO,1,2195,2379,2241,2362,2636,2406
GENE-16205,NO,1,0,0,0,0,0,0
GENE-16206,NO,1,2227,2337,1972,3291,2401,1943
GENE-16207,NO,1,0,0,0,0,0,0
GENE-16208,NO,1,0,0,0,0,0,0
GENE-16209,NO,1,31,20,28,24,43,56
GENE-16210,NO,1,0,0,0,0,0,0
GENE-16211,YES,1,0,0,0,0,0,0
GENE-16212,NO,1,0,0,0,0,0,0
GENE-16213,NO,1,0,0,0,0,0,0
GENE-16214,NO,1,582,1585,862,1334,1233,1608
GENE-16215,NO,1,0,0,0,0,0,0
GENE-16216,NO,1,0,0,0,0,0,0
GENE-16217,NO,1,2,0,1,1,1,2
GENE-16218,NO,1,0,0,0,0,0,0
GENE-16219,NO,1,221,132,171,127,225,284
GENE-16220,NO,1,0,0,0,0,0,0
GENE-16221,NO,1,0,0,0,0,0,0
GENE-16222,NO,1,0,0,0,0,0,0
GENE-16223,NO,1,20,31,45,23,20,34
GENE-16224,NO,1,0,0,0,0,0,0
GENE-16225,NO,1,0,0,0,0,0,0
GENE-16226,NO,1,0,0,0,0,0,0
GENE-16227,NO,1,0,0,0,0,0,0
GENE-16228,YES,1,0,0,0,0,0,0
GENE-16229,NO,1,0,0,0,0,0,0
GENE-16230,NO,1,0,0,0,0,0,0
GENE-16231,NO,1,8,6,11,8,8,9
GENE-16232,NO,1,0,0,0,0,0,0
GENE-16233,NO,1,0,0,0,0,0,0
GENE-16234,NO,1,0,0,0,0,0,0
GENE-16235,NO,1,0,0,0,0,0,0
GENE-16236,NO,1,0,0,0,0,0,0
GENE-16237,NO,1,0,0,0,0,0,0
GENE-16238,NO,1,461,417,835,859,554,1106
GENE-16239,NO,1,0,0,0,0,0,0
GENE-16240,NO,1,0,0,0,0,0,0
GENE-16241,NO,1,0,0,0,0,0,0
GENE-16242,NO,1,0,0,0,0,0,0
GENE-16243,NO,1,354,293,345,426,283,386
GENE-16244,NO,1,0,0,0,0,0,0
GENE-16245,NO,1,0,0,1,0,3,0
GENE-16246,NO,1,0,0,0,0,0,0
GENE-16247,NO,1,0,0,0,0,0,0
GENE-16248,NO,1,1,1,2,0,2,5
GENE-16249,YES,1,0,0,0,0,0,0
GENE-16250,NO,1,0,0,0,0,0,0
GENE-16251,NO,1,0,0,0,0,0,0
GENE-16252,NO,1,12,10,4,6,10,13
GENE-16253,NO,1,0,0,0,0,0,0
GENE-16254,NO,1,0,0,0,0,0,0
GENE-16255,NO,1,77,54,50,53,37,40
GENE-16256,NO,1,0,0,0,0,0,0
GENE-16257,NO,1,1220,1237,2195,1431,1395,1135
GENE-16258,NO,1,0,0,0,0,0,0
GENE-16259,NO,1,0,0,0,0,0,0
GENE-16260,NO,1,0,0,0,0,0,0
GENE-16261,NO,1,0,0,0,0,0,0
GENE-16262,NO,1,262,252,220,158,176,183
GENE-16263,YES,1,0,0,0,0,0,0
GENE-16264,NO,1,0,0,0,0,0,0
GENE-16265,NO,1,1,0,0,0,0,0
GENE-16266,YES,1,0,3,1,1,0,2
GENE-16267,NO,1,585,659,719,583,728,628
GENE-16268,NO,1,7,8,12,11,9,8
GENE-16269,NO,1,0,0,0,0,0,0
GENE-16270,NO,1,0,0,0,0,0,0
GENE-16271,NO,1,0,0,0,0,0,0
GENE-16272,NO,1,0,0,0,0,0,0
GENE-16273,YES,1,0,0,0,0,0,0
GENE-16274,NO,1,0,0,0,0,0,0
GENE-16275,NO,1,0,0,0,0,0,0
GENE-16276,NO,1,0,0,0,0,0,0
GENE-16277,NO,1,0,0,0,0,0,0
GENE-16278,NO,1,0,0,0,0,0,0
GENE-16279,NO,1,0,0,0,0,0,0
GENE-16280,NO,1,0,0,0,0,0,0
GENE-16281,NO,1,0,0,0,0,0,0
GENE-16282,YES,1,0,0,0,0,0,0
GENE-16283,NO,1,0,0,0,0,0,0
GENE-16284,NO,1,0,0,0,0,0,0
GENE-16285,NO,1,0,0,0,0,0,0
GENE-16286,NO,1,3643,3023,2337,2769,3465,3028
GENE-16287,NO,1,2858,3339,2946,2780,2308,2241
GENE-16288,NO,1,0,0,0,0,0,0
GENE-16289,NO,1,0,0,0,0,0,0
GENE-16290,YES,1,0,0,0,0,0,0
GENE-16291,NO,1,0,0,0,0,0,0
GENE-16292,NO,1,6,5,4,3,7,3
GENE-16293,NO,1,0,0,0,0,0,0
GENE-16294,NO,1,0,0,0,0,0,0
GENE-16295,NO,1,0,0,0,0,0,0
GENE-16296,NO,1,0,0,0,0,0,0
GENE-16297,NO,1,0,0,0,0,0,0
GENE-16298,NO,1,0,0,0,0,0,0
GENE-16299,NO,1,0,0,0,0,0,0
GENE-16300,NO,1,0,0,0,0,0,0
GENE-16301,NO,1,0,0,0,0,0,0
GENE-16302,NO,1,0,0,3,1,1,1
GENE-16303,NO,1,897,681,811,863,616,754
GENE-16304,NO,1,1,1,1,1,0,3
GENE-16305,NO,1,0,0,0,0,0,0
GENE-16307,NO,1,0,0,0,0,0,0
GENE-16308,NO,1,0,0,0,0,0,0
GENE-16309,NO,1,0,0,0,0,0,0
GENE-16310,NO,1,0,0,0,0,0,0
GENE-16311,NO,1,0,0,0,0,0,0
GENE-16312,YES,1,0,0,0,0,0,0
GENE-16313,NO,1,0,0,0,0,0,0
GENE-16314,NO,1,26,29,46,28,32,10
GENE-16315,NO,1,0,0,0,0,0,0
GENE-16316,NO,1,0,0,0,0,0,0
GENE-16317,NO,1,0,0,0,0,0,0
GENE-16318,NO,1,0,0,0,0,0,0
GENE-16319,YES,1,0,0,0,0,0,0
GENE-16320,NO,1,47,40,39,46,38,50
GENE-16321,NO,1,0,0,0,0,0,0
GENE-16322,NO,1,0,0,0,0,0,0
GENE-16323,NO,1,767,961,1030,749,1122,861
GENE-16324,NO,1,0,1,0,0,0,0
GENE-16325,NO,1,406,510,517,508,425,505
GENE-16326,NO,1,35,48,38,45,52,33
GENE-16327,NO,1,155,84,129,247,129,168
GENE-16328,NO,1,0,0,0,0,0,0
GENE-16329,NO,1,0,0,0,0,0,0
GENE-16330,NO,1,7,5,10,6,2,9
GENE-16331,NO,1,0,0,0,0,0,0
GENE-16332,NO,1,0,0,0,0,0,0
GENE-16333,NO,1,299,316,293,323,307,281
GENE-16334,NO,1,1485,1714,1781,1621,1617,1455
GENE-16335,NO,1,27,27,22,38,33,39
GENE-16336,NO,1,0,0,0,0,0,0
GENE-16337,NO,1,0,0,0,0,0,0
GENE-16338,NO,1,0,0,0,0,0,0
GENE-16339,NO,1,0,0,0,0,0,0
GENE-16340,YES,1,0,0,0,0,0,0
GENE-16341,NO,1,0,0,0,0,0,0
GENE-16342,NO,1,0,0,0,0,0,0
GENE-16343,NO,1,0,0,0,0,0,0
GENE-16344,YES,1,0,0,0,0,0,0
GENE-16345,YES,1,0,0,0,0,0,0
GENE-16346,NO,1,2,8,2,2,3,2
GENE-16347,NO,1,0,0,0,0,0,0
GENE-16348,NO,1,0,0,0,0,0,0
GENE-16349,NO,1,0,0,0,0,0,0
GENE-16350,NO,1,0,0,0,0,0,0
GENE-16351,NO,1,34,28,50,33,65,29
GENE-16352,NO,1,0,0,0,0,0,0
GENE-16353,NO,1,0,0,0,0,0,0
GENE-16354,NO,1,0,0,0,0,0,0
GENE-16355,NO,1,0,0,0,0,0,0
GENE-16356,NO,1,0,0,0,0,0,0
GENE-16357,NO,1,0,0,0,0,0,0
GENE-16358,NO,1,0,0,0,0,0,0
GENE-16359,NO,1,2,9,1,1,10,5
GENE-16360,NO,1,0,0,0,0,0,0
GENE-16361,NO,1,0,0,0,0,0,0
GENE-16362,NO,1,46,54,35,35,35,61
GENE-16363,NO,1,0,0,0,0,0,0
GENE-16364,NO,1,129,117,67,70,80,156
GENE-16365,NO,1,1,0,0,1,2,1
GENE-16366,NO,1,2,5,1,0,2,0
GENE-16367,NO,1,0,0,0,0,0,0
GENE-16368,NO,1,6,6,11,14,9,14
GENE-16369,NO,1,0,0,0,0,0,0
GENE-16370,NO,1,0,0,0,0,0,0
GENE-16371,NO,1,0,0,0,0,0,0
GENE-16372,NO,1,12,38,28,39,37,37
GENE-16373,NO,1,0,0,0,0,0,0
GENE-16374,NO,1,0,0,0,0,0,0
GENE-16375,NO,1,0,0,0,0,0,0
GENE-16376,NO,1,205,352,302,617,299,135
GENE-16377,NO,1,0,0,0,0,0,0
GENE-16378,NO,1,150,198,172,153,226,253
GENE-16379,NO,1,155,136,139,167,166,184
GENE-16380,NO,1,0,0,0,0,0,0
GENE-16381,NO,1,0,0,0,0,0,0
GENE-16382,NO,1,0,0,0,0,0,0
GENE-16383,YES,1,0,0,0,0,0,0
GENE-16384,NO,1,0,0,0,0,0,0
GENE-16385,NO,1,526,412,325,656,394,429
GENE-16386,NO,1,0,0,0,0,0,0
GENE-16387,NO,1,0,0,0,0,0,0
GENE-16388,NO,1,0,0,0,0,0,0
GENE-16389,NO,1,0,0,0,0,0,0
GENE-16390,NO,1,0,0,0,0,0,0
GENE-16391,NO,1,0,0,0,0,0,0
GENE-16392,NO,1,31,32,32,42,31,33
GENE-16393,NO,1,0,0,0,0,0,0
GENE-16394,NO,1,0,0,0,0,0,0
GENE-16395,NO,1,0,0,0,0,0,0
GENE-16396,NO,1,0,0,0,0,0,0
GENE-16397,NO,1,3,0,0,1,2,0
GENE-16398,NO,1,641,472,536,558,184,598
GENE-16399,NO,1,5,4,2,2,2,4
GENE-16400,NO,1,331,375,345,453,382,343
GENE-16401,NO,1,0,0,0,0,0,0
GENE-16402,NO,1,0,0,0,0,0,0
GENE-16403,NO,1,0,0,0,0,0,0
GENE-16404,NO,1,2,2,1,3,1,6
GENE-16405,NO,1,0,0,0,0,0,0
GENE-16406,NO,1,0,0,0,0,0,0
GENE-16407,NO,1,0,0,0,0,0,0
GENE-16408,NO,1,0,0,0,0,0,0
GENE-16409,NO,1,0,0,0,0,0,0
GENE-16410,NO,1,0,0,0,0,0,0
GENE-16412,NO,1,0,0,0,0,0,0
GENE-16414,NO,1,0,0,0,0,0,0
GENE-16415,NO,1,17,11,16,13,18,17
GENE-16416,NO,1,0,0,0,0,0,0
GENE-16417,NO,1,3796,3619,3615,3725,4465,3803
GENE-16418,NO,1,0,0,0,0,0,0
GENE-16419,NO,1,0,0,0,0,0,0
GENE-16420,NO,1,276,401,335,662,580,594
GENE-16421,NO,1,0,0,0,0,0,0
GENE-16422,NO,1,0,0,0,0,0,0
GENE-16423,NO,1,2,5,2,1,0,1
GENE-16424,NO,1,0,0,0,0,0,0
GENE-16425,NO,1,9,12,15,8,10,5
GENE-16426,NO,1,0,0,0,0,0,0
GENE-16427,NO,1,0,0,0,0,0,0
GENE-16428,NO,1,0,0,1,1,0,1
GENE-16429,NO,1,0,0,0,0,0,0
GENE-16430,NO,1,0,0,0,0,0,0
GENE-16431,NO,1,0,0,0,0,0,0
GENE-16432,YES,1,0,0,0,0,0,0
GENE-16433,YES,1,0,0,0,0,0,0
GENE-16434,NO,1,12,15,7,9,7,12
GENE-16435,NO,1,13,12,13,18,12,8
GENE-16436,NO,1,275,442,504,487,601,351
GENE-16437,NO,1,0,0,0,0,0,0
GENE-16438,NO,1,5,1,3,3,9,7
GENE-16439,NO,1,4,4,6,3,0,5
GENE-16440,NO,1,0,0,0,0,0,0
GENE-16441,NO,1,38,47,71,67,34,46
GENE-16442,NO,1,15,7,19,8,11,11
GENE-16443,NO,1,24,162,501,2299,3184,443
GENE-16444,NO,1,0,0,0,0,0,0
GENE-16445,NO,1,0,0,0,0,0,0
GENE-16446,NO,1,0,0,0,0,0,0
GENE-16447,NO,1,0,0,0,0,0,0
GENE-16448,YES,1,0,0,0,0,0,0
GENE-16449,NO,1,0,0,0,1,0,0
GENE-16450,NO,1,0,0,0,0,0,0
GENE-16451,NO,1,0,0,0,0,0,0
GENE-16452,NO,1,0,0,0,0,0,0
GENE-16453,NO,1,0,0,0,0,0,0
GENE-16454,NO,1,0,0,0,0,0,0
GENE-16455,NO,1,0,0,0,0,0,0
GENE-16456,NO,1,0,0,0,0,0,0
GENE-16457,NO,1,5,6,4,4,6,4
GENE-16458,NO,1,1,3,3,3,1,0
GENE-16459,NO,1,66,79,72,83,76,61
GENE-16460,NO,1,24,19,11,20,24,24
GENE-16461,NO,1,45,33,37,36,53,36
GENE-16462,NO,1,0,0,0,0,0,1
GENE-16463,YES,1,0,0,0,0,0,0
GENE-16464,NO,1,0,0,0,0,0,0
GENE-16465,NO,1,0,0,0,0,0,0
GENE-16466,NO,1,0,0,0,0,0,0
GENE-16467,NO,1,275,300,235,276,367,282
GENE-16468,YES,1,12,8,16,1,0,0
GENE-16469,NO,1,0,0,0,0,0,0
GENE-16470,NO,1,1,0,1,0,0,2
GENE-16471,NO,1,0,0,0,0,0,0
GENE-16472,NO,1,0,0,0,0,0,0
GENE-16473,NO,1,419,49,2,117,42,337
GENE-16474,NO,1,0,0,0,0,0,0
GENE-16475,NO,1,1,1,1,0,0,0
GENE-16476,NO,1,371,331,293,56,159,93
GENE-16477,NO,1,0,0,0,0,0,0
GENE-16478,NO,1,7,5,6,5,4,5
GENE-16479,NO,1,0,0,0,0,0,0
GENE-16480,NO,1,0,0,0,0,0,0
GENE-16481,NO,1,123,121,93,104,119,91
GENE-16482,NO,1,0,0,0,0,0,0
GENE-16483,NO,1,0,0,0,0,0,0
GENE-16484,NO,1,4,2,1,5,8,6
GENE-16485,NO,1,41,47,53,36,35,32
GENE-16486,NO,1,0,0,0,0,0,0
GENE-16487,NO,1,0,0,0,0,0,0
GENE-16488,NO,1,0,0,0,0,0,0
GENE-16489,NO,1,500,659,794,848,684,428
GENE-16490,NO,1,664,799,819,839,803,818
GENE-16491,NO,1,0,0,0,0,0,0
GENE-16492,YES,1,0,0,0,0,0,0
GENE-16493,NO,1,0,0,0,0,0,0
GENE-16494,NO,1,0,0,0,0,0,0
GENE-16495,NO,1,50,44,41,50,56,47
GENE-16496,NO,1,0,0,0,0,0,0
GENE-16497,NO,1,0,0,0,0,0,0
GENE-16498,NO,1,0,0,0,0,0,0
GENE-16499,NO,1,0,0,0,0,0,0
GENE-16500,NO,1,2,6,2,7,5,5
GENE-16501,NO,1,131,155,143,120,135,97
GENE-16502,NO,1,279,241,268,225,206,257
GENE-16503,NO,1,0,0,0,0,0,0
GENE-16504,NO,1,0,0,0,0,0,0
GENE-16505,NO,1,0,0,0,0,0,0
GENE-16506,NO,1,0,0,0,0,0,0
GENE-16507,NO,1,627,695,674,712,765,618
GENE-16508,NO,1,0,0,0,0,0,0
GENE-16509,NO,1,18,19,12,16,24,13
GENE-16510,NO,1,0,0,0,0,0,0
GENE-16511,NO,1,0,0,0,0,0,0
GENE-16512,NO,1,0,0,0,0,0,0
GENE-16513,NO,1,0,0,0,0,0,0
GENE-16514,NO,1,0,0,0,0,0,0
GENE-16516,NO,1,197,74,139,198,111,138
GENE-16517,NO,1,0,0,0,0,0,0
GENE-16518,NO,1,0,0,0,0,0,0
GENE-16519,NO,1,0,0,0,0,0,0
GENE-16520,NO,1,0,0,0,0,0,0
GENE-16521,NO,1,16,14,15,26,18,17
GENE-16522,NO,1,0,0,0,0,0,0
GENE-16523,YES,1,0,0,0,0,0,0
GENE-16524,NO,1,0,0,0,0,0,0
GENE-16525,NO,1,0,0,0,0,0,0
GENE-16526,NO,1,0,0,0,0,0,0
GENE-16528,NO,1,0,0,0,0,0,0
GENE-16529,NO,1,2,0,1,1,1,0
GENE-16530,NO,1,0,0,0,0,0,0
GENE-16531,NO,1,15,7,11,12,12,12
GENE-16532,NO,1,0,0,0,0,0,0
GENE-16533,NO,1,0,0,0,0,0,0
GENE-16534,NO,1,0,0,0,0,0,0
GENE-16535,NO,1,0,0,0,0,0,0
GENE-16536,NO,1,0,0,0,0,0,0
GENE-16537,NO,1,1714,2425,2000,2358,2515,1642
GENE-16538,NO,1,5,7,6,10,3,15
GENE-16539,NO,1,0,0,0,0,0,0
GENE-16540,NO,1,0,0,0,0,0,0
GENE-16541,NO,1,0,0,0,0,0,0
GENE-16542,NO,1,0,0,0,0,0,0
GENE-16543,NO,1,1053,1115,1338,1278,1138,675
GENE-16544,NO,1,0,0,0,0,0,0
GENE-16545,NO,1,1,1,0,1,2,4
GENE-16546,NO,1,2,9,6,5,4,1
GENE-16547,NO,1,0,0,0,0,0,0
GENE-16548,NO,1,197,210,231,202,228,223
GENE-16549,NO,1,0,0,0,0,0,0
GENE-16550,NO,1,0,0,0,0,0,0
GENE-16551,NO,1,3,0,4,7,4,4
GENE-16552,NO,1,0,0,2,0,0,0
GENE-16553,NO,1,0,0,0,0,0,0
GENE-16554,NO,1,82,90,86,87,115,77
GENE-16555,NO,1,0,0,0,0,0,0
GENE-16556,NO,1,0,0,0,0,0,0
GENE-16558,NO,1,1,1,2,2,1,1
GENE-16559,NO,1,0,0,0,0,0,0
GENE-16561,NO,1,46,45,33,50,46,40
GENE-16562,NO,1,4,8,5,9,9,4
GENE-16563,NO,1,0,0,0,0,0,0
GENE-16564,NO,1,91,81,86,101,104,102
GENE-16565,NO,1,3,2,0,1,1,3
GENE-16566,NO,1,38,42,35,49,38,30
GENE-16567,NO,1,3,0,0,0,0,2
GENE-16568,NO,1,0,0,5,1,1,1
GENE-16569,NO,1,328,376,312,285,321,320
GENE-16570,NO,1,0,0,0,0,0,0
GENE-16571,NO,1,0,0,0,0,0,0
GENE-16572,NO,1,1216,1599,1569,1077,1139,1254
GENE-16573,NO,1,0,0,0,0,0,0
GENE-16574,NO,1,0,0,0,0,0,0
GENE-16575,NO,1,0,0,0,0,0,0
GENE-16576,NO,1,0,0,0,0,0,0
GENE-16577,NO,1,0,0,0,0,0,0
GENE-16578,NO,1,0,0,0,0,0,0
GENE-16579,NO,1,0,0,0,0,0,0
GENE-16580,NO,1,0,0,0,0,0,0
GENE-16581,YES,1,0,0,0,0,0,0
GENE-16582,NO,1,0,0,0,0,0,0
GENE-16583,NO,1,0,0,0,0,0,0
GENE-16584,NO,1,0,0,0,0,0,0
GENE-16585,NO,1,547,489,391,359,512,386
GENE-16586,NO,1,0,0,0,0,0,0
GENE-16587,NO,1,2875,3297,2759,2528,2588,3250
GENE-16588,NO,1,0,0,0,0,0,0
GENE-16589,NO,1,0,0,0,0,0,0
GENE-16590,NO,1,15,15,14,10,15,8
GENE-16591,NO,1,525,797,587,816,1054,546
GENE-16592,NO,1,0,0,0,0,0,0
GENE-16593,NO,1,23,19,17,12,14,22
GENE-16594,NO,1,0,0,0,0,0,0
GENE-16595,NO,1,0,0,0,0,0,0
GENE-16596,NO,1,0,0,0,0,0,0
GENE-16597,NO,1,0,0,0,0,0,0
GENE-16598,NO,1,53,92,75,66,42,52
GENE-16599,NO,1,78,154,87,91,101,110
GENE-16600,NO,1,0,0,0,0,0,0
GENE-16601,NO,1,101,83,99,102,87,58
GENE-16602,NO,1,0,0,0,0,0,0
GENE-16603,NO,1,0,0,0,0,0,0
GENE-16604,NO,1,0,0,0,0,0,0
GENE-16605,NO,1,0,0,0,0,0,0
GENE-16606,NO,1,162,200,0,30,1419,7840
GENE-16607,NO,1,0,0,0,0,0,0
GENE-16608,NO,1,30,35,26,37,24,39
GENE-16609,NO,1,51,52,44,30,42,30
GENE-16610,NO,1,0,0,0,0,0,0
GENE-16611,NO,1,3,4,1,3,1,1
GENE-16612,NO,1,0,0,0,1,0,2
GENE-16613,NO,1,0,0,0,0,0,0
GENE-16614,NO,1,0,0,0,0,0,0
GENE-16615,NO,1,0,0,0,0,0,0
GENE-16616,NO,1,0,0,0,1,1,2
GENE-16617,NO,1,0,0,0,0,0,0
GENE-16618,NO,1,0,0,0,0,0,0
GENE-16619,NO,1,0,0,0,0,0,0
GENE-16620,NO,1,0,0,0,0,0,0
GENE-16621,NO,1,323,194,322,168,317,156
GENE-16622,NO,1,0,0,0,0,0,0
GENE-16623,NO,1,0,0,0,0,0,0
GENE-16624,NO,1,13527,12104,15472,16190,14971,14050
GENE-16625,NO,1,0,0,0,0,0,0
GENE-16626,NO,1,0,0,0,0,0,0
GENE-16627,NO,1,2,0,3,1,2,2
GENE-16628,NO,1,11,8,8,4,8,11
GENE-16629,NO,1,0,0,0,0,0,0
GENE-16630,NO,1,0,0,1,1,2,3
GENE-16631,NO,1,0,0,0,0,0,0
GENE-16632,NO,1,1844,1807,1770,1586,1563,1898
GENE-16633,NO,1,0,0,0,0,0,0
GENE-16634,NO,1,0,0,0,0,0,0
GENE-16635,NO,1,16,19,13,25,18,19
GENE-16636,NO,1,229,155,221,154,162,188
GENE-16637,NO,1,0,0,0,0,0,0
GENE-16638,NO,1,3,1,3,2,1,3
GENE-16639,NO,1,0,0,0,0,0,0
GENE-16640,NO,1,0,0,0,0,0,0
GENE-16641,YES,1,0,0,0,0,0,0
GENE-16642,NO,1,2,0,1,0,0,1
GENE-16643,NO,1,0,0,0,0,0,0
GENE-16644,NO,1,11,8,9,6,11,11
GENE-16645,NO,1,0,0,0,0,0,0
GENE-16646,NO,1,47,27,40,48,33,43
GENE-16647,NO,1,17,18,2,26,18,9
GENE-16648,NO,1,73,49,41,57,69,80
GENE-16649,NO,1,6,7,8,10,6,10
GENE-16650,NO,1,705,654,745,648,762,652
GENE-16651,NO,1,0,0,0,0,0,0
GENE-16652,NO,1,0,0,0,0,0,0
GENE-16653,NO,1,0,0,0,0,0,0
GENE-16654,NO,1,0,0,0,0,0,0
GENE-16655,NO,1,0,0,0,0,0,0
GENE-16656,NO,1,0,0,0,0,0,0
GENE-16657,NO,1,38,36,28,35,30,26
GENE-16658,NO,1,0,0,0,0,0,0
GENE-16659,NO,1,0,0,0,0,0,0
GENE-16660,NO,1,0,0,0,0,0,0
GENE-16661,NO,1,0,0,0,0,0,0
GENE-16662,NO,1,0,0,0,0,0,0
GENE-16664,NO,1,16,9,7,8,12,5
